date,visites
2022-05-02 19:00,1156.0
2022-05-02 19:01,1259.0
2022-05-02 19:02,1013.0
2022-05-02 19:03,993.0
2022-05-02 19:04,1054.0
2022-05-02 19:05,1074.0
2022-05-02 19:06,1074.0
2022-05-02 19:07,1289.0
2022-05-02 19:08,1238.0
2022-05-02 19:09,1146.0
2022-05-02 19:10,993.0
2022-05-02 19:11,1085.0
2022-05-02 19:12,1054.0
2022-05-02 19:13,890.0
2022-05-02 19:14,1013.0
2022-05-02 19:15,1044.0
2022-05-02 19:16,1177.0
2022-05-02 19:17,1136.0
2022-05-02 19:18,931.0
2022-05-02 19:19,1095.0
2022-05-02 19:20,1003.0
2022-05-02 19:21,931.0
2022-05-02 19:22,952.0
2022-05-02 19:23,1668.0
2022-05-02 19:24,1279.0
2022-05-02 19:25,849.0
2022-05-02 19:26,1146.0
2022-05-02 19:27,972.0
2022-05-02 19:28,1105.0
2022-05-02 19:29,1228.0
2022-05-02 19:30,1126.0
2022-05-02 19:31,952.0
2022-05-02 14:19,1207.0
2022-05-02 14:20,1085.0
2022-05-02 14:21,1136.0
2022-05-02 14:22,921.0
2022-05-02 14:23,931.0
2022-05-02 14:24,1115.0
2022-05-02 14:25,1095.0
2022-05-02 14:26,1248.0
2022-05-02 14:27,1064.0
2022-05-02 14:28,1013.0
2022-05-02 14:29,1064.0
2022-05-02 14:30,1136.0
2022-05-02 14:31,1013.0
2022-05-02 14:32,1013.0
2022-05-02 14:33,1187.0
2022-05-02 14:34,982.0
2022-05-02 14:35,1095.0
2022-05-02 14:36,1003.0
2022-05-02 14:37,941.0
2022-05-02 14:38,993.0
2022-05-02 14:39,982.0
2022-05-02 14:40,921.0
2022-05-02 14:41,829.0
2022-05-02 14:42,880.0
2022-05-02 14:43,921.0
2022-05-02 14:44,931.0
2022-05-02 14:45,1729.0
2022-05-02 14:46,1678.0
2022-05-02 14:47,1279.0
2022-05-02 14:48,1207.0
2022-05-02 14:49,962.0
2022-05-02 14:50,1044.0
2022-05-02 14:51,1126.0
2022-05-02 14:52,911.0
2022-05-02 14:53,921.0
2022-05-02 14:54,1013.0
2022-05-02 14:55,1300.0
2022-05-02 14:56,1044.0
2022-05-02 14:57,1156.0
2022-05-02 14:58,880.0
2022-04-26 19:24,860.0
2022-04-26 19:25,962.0
2022-04-26 19:26,890.0
2022-04-26 19:27,839.0
2022-04-26 19:28,952.0
2022-04-26 19:29,839.0
2022-04-26 19:30,931.0
2022-04-26 19:31,921.0
2022-04-26 19:32,982.0
2022-04-26 19:33,1003.0
2022-04-26 19:34,747.0
2022-04-26 19:35,921.0
2022-04-26 19:36,860.0
2022-04-26 19:37,921.0
2022-04-26 19:38,880.0
2022-04-26 19:39,808.0
2022-04-26 19:40,829.0
2022-04-26 19:41,900.0
2022-04-26 19:42,1074.0
2022-04-26 19:43,849.0
2022-04-26 19:44,890.0
2022-04-26 19:45,696.0
2022-04-26 19:46,655.0
2022-04-26 19:47,1985.0
2022-04-26 19:48,1248.0
2022-04-26 19:49,993.0
2022-04-26 19:50,921.0
2022-04-26 19:51,1033.0
2022-04-26 19:52,747.0
2022-04-26 19:53,911.0
2022-04-26 19:54,911.0
2022-04-26 19:55,819.0
2022-04-26 19:56,890.0
2022-04-26 19:57,798.0
2022-04-26 19:58,696.0
2022-04-26 19:59,849.0
2022-04-26 20:00,839.0
2022-04-26 20:01,819.0
2022-04-26 20:02,737.0
2022-04-26 20:03,870.0
2022-04-20 21:11,716.0
2022-04-20 21:12,553.0
2022-04-20 21:13,737.0
2022-04-20 21:14,941.0
2022-04-20 21:15,829.0
2022-04-20 21:16,778.0
2022-04-20 21:17,819.0
2022-04-20 21:18,645.0
2022-04-20 21:19,645.0
2022-04-20 21:20,665.0
2022-04-20 21:21,819.0
2022-04-20 21:22,849.0
2022-04-20 21:23,788.0
2022-04-20 21:24,890.0
2022-04-20 21:25,1054.0
2022-04-20 21:26,952.0
2022-04-20 21:27,778.0
2022-04-20 21:28,972.0
2022-04-20 21:29,941.0
2022-04-20 21:30,993.0
2022-04-20 21:31,1033.0
2022-04-20 21:32,1044.0
2022-04-20 21:33,1044.0
2022-04-20 21:34,1207.0
2022-04-20 21:35,1085.0
2022-04-20 21:36,921.0
2022-04-20 21:37,819.0
2022-04-20 21:38,931.0
2022-04-20 21:39,982.0
2022-04-20 21:40,900.0
2022-04-20 21:41,665.0
2022-04-20 21:42,921.0
2022-04-20 21:43,1074.0
2022-04-20 21:44,982.0
2022-04-20 21:45,890.0
2022-04-20 21:46,727.0
2022-04-20 21:47,1166.0
2022-04-20 21:48,1003.0
2022-04-20 21:49,1177.0
2022-04-20 21:50,880.0
